citation_spec_path,anchor,test_file,test_name,verdict,justification,safety_relevant,gate19_credits_it,resolution,decisive_assertion,test_runs,scenario_marked_exclude,verdict_2026_09_11
openspec/specs/case-dashboard-view/spec.md,the-current-step-is-marked,tests/e2e/case-lifecycle-on-the-page.spec.ts,the stepper marks the step the case is in,verified,"Asserts three stages and the completed, current and upcoming class on each in order, plus a single aria-current step, so mismarking the active stage reddens it.",no,yes,resolves to a scenario,await expect(stages.nth(1)).toHaveClass(/cn-timeline-stages__stage--current/),yes,no,verified
openspec/specs/case-dashboard-view/spec.md,the-stepper-follows-a-transition,tests/e2e/case-lifecycle-on-the-page.spec.ts,the stepper follows a transition without a reload,verified,"Takes the transition and asserts the third stage becomes current and the second completed with no page.goto in between, which is the without-a-reload claim.",no,yes,resolves to a scenario,"await expect(stages.nth(2)).toHaveClass(/cn-timeline-stages__stage--current/, { timeout: 25_000 })",yes,no,verified
openspec/specs/my-work/spec.md,,tests/e2e/case-list-lenses.spec.ts,"All is the lens you land on, and Mine is one click away",verified,"The citation names a file and no requirement, but the test proves the spec's Lenses requirement directly: it reads aria-selected on the All chip, sees both seeded cases, then clicks Mine and asserts the other person's case is gone.",no,no,no anchor: cites a whole spec file,"await expect(chip(page, CHIPS.all)).toHaveAttribute('aria-selected', 'true')",yes,no,verified
openspec/specs/my-work/spec.md,,tests/e2e/case-list-lenses.spec.ts,"Unclaimed shows what nobody has picked up, and the Queue agrees",verified,"The citation names a file and no requirement, yet the test asserts both halves of the Unclaimed lens on Cases and repeats them on Queue, so a lens that stopped excluding assigned cases would redden it on either page.",no,no,no anchor: cites a whole spec file,"await expect(row(page, 'mine-open')).toHaveCount(0)",yes,no,verified
openspec/specs/my-work/spec.md,,tests/e2e/case-list-lenses.spec.ts,All shows the other person's case and the closed one,verified,"The citation names a file and no requirement; the test clicks All and asserts both the other user's open case and the closed case are present, which is exactly what the All chip carrying no filter means.",no,no,no anchor: cites a whole spec file,"await expect(row(page, 'mine-closed').first()).toBeVisible({ timeout: 30_000 })",yes,no,verified
openspec/specs/my-work/spec.md,,tests/e2e/case-list-lenses.spec.ts,choosing a chip replaces the previous one rather than stacking,verified,"The citation names a file and no requirement, but the test counts active tabs at exactly one and asserts the unassigned row is gone, so a stacking implementation reddens it on both lines.",no,no,no anchor: cites a whole spec file,"await expect(page.getByRole('tab').and(page.locator('[aria-selected=""true""]'))).toHaveCount(1)",yes,no,verified
openspec/specs/case-management/spec.md,,tests/e2e/case-list-lenses.spec.ts,a closed case leaves Mine,verified,"The citation names a file and no requirement; the test matches REQ-CM-31's first scenario, waiting for the open case under Mine and then asserting the closed one is absent, so dropping isFinalStatus false from Mine reddens it.",no,no,no anchor: cites a whole spec file,"await expect(row(page, 'mine-closed')).toHaveCount(0)",yes,no,verified
openspec/specs/case-management/spec.md,,tests/e2e/case-list-lenses.spec.ts,Closed shows the closed case and not the open one,verified,"The citation names a file and no requirement; the test asserts both halves of REQ-CM-31's Closed scenario, and because the seeded rows sort last on the shared index a chip that stopped filtering would fail at the settle step rather than pass on an empty page.",no,no,no anchor: cites a whole spec file,"await expect(row(page, 'mine-open')).toHaveCount(0)",yes,no,verified
openspec/specs/signalering-widgets/spec.md,,tests/e2e/case-list-lenses.spec.ts,the Deadline cell counts the days left,verified,"The citation names a file and no requirement; the test reads the deadline-countdown cell of a case seeded to fall due in three days and asserts the rendered countdown text, with the overdue class explicitly absent.",no,no,no anchor: cites a whole spec file,"await expect(cell).toHaveText(/3 (days left|dagen)/, { timeout: 20_000 })",yes,no,verified
openspec/specs/signalering-widgets/spec.md,,tests/e2e/case-list-lenses.spec.ts,"a past deadline reads as overdue, and carries the overdue class",verified,"The citation names a file and no requirement; the test asserts both the overdue countdown text and the is-overdue class, so losing only the colouring class still reddens it.",no,no,no anchor: cites a whole spec file,await expect(cell).toHaveClass(/is-overdue/),yes,no,verified
openspec/specs/signalering-widgets/spec.md,,tests/e2e/case-list-lenses.spec.ts,Overdue shows the open overdue case only,verified,"The citation names a file and no requirement; the test asserts the open overdue case is listed while the closed overdue one and the not-yet-due one are not, which is both clauses of the Overdue chip filter.",no,no,no anchor: cites a whole spec file,"await expect(row(page, 'closed-overdue')).toHaveCount(0)",yes,no,verified
openspec/specs/case-management/spec.md,,tests/e2e/case-list-lenses.spec.ts,Due this week shows the case due in three days and neither neighbour,verified,"The citation names a file and no requirement; the test asserts REQ-CASE-LTA-001's half-open window on both sides, naming the thirty-day case and the two-days-overdue case as the two absences.",no,no,no anchor: cites a whole spec file,"await expect(row(page, 'mine-overdue')).toHaveCount(0)",yes,no,verified
openspec/specs/signalering-widgets/spec.md,,tests/e2e/case-list-lenses.spec.ts,the Overdue stat tile links to exactly the Overdue chip filter,verified,"The citation names a file and no requirement; the test follows the kpi-overdue tile and reads both query keys off the resulting URL as well as the resulting rows, so a filter dropped on the way reddens the query assertion.",no,no,no anchor: cites a whole spec file,expect(query.get('deadline[lt]')).toMatch(dateTokenPattern('@today')),yes,no,verified
openspec/specs/task-management/spec.md,,tests/e2e/case-list-lenses.spec.ts,the Tasks index lands on All and offers Mine,verified,"The citation names a file and no requirement; the test asserts All is the mounted chip and that Mine both shows the user's task and drops the other user's, which is REQ-TASK-016's first scenario in full.",no,no,no anchor: cites a whole spec file,"await expect(chip(page, CHIPS.all)).toHaveAttribute('aria-selected', 'true')",yes,no,verified
openspec/specs/task-management/spec.md,,tests/e2e/case-list-lenses.spec.ts,Unclaimed on Tasks shows the open task nobody holds,verified,"The citation names a file and no requirement; the test asserts the pooled task is present and three held or terminal tasks are absent, so a lens that lost scope pooled reddens on the absences.",no,no,no anchor: cites a whole spec file,"await expect(row(page, 'task-other')).toHaveCount(0)",yes,no,verified
openspec/specs/task-management/spec.md,,tests/e2e/case-list-lenses.spec.ts,All on Tasks shows the completed task too,verified,"The citation names a file and no requirement; the test asserts the completed task is visible under All, which is the one thing that distinguishes scope all with no isTerminal from the default assigned lens.",no,no,no anchor: cites a whole spec file,"await expect(row(page, 'task-done').first()).toBeVisible({ timeout: 30_000 })",yes,no,verified
openspec/specs/task-management/spec.md,,tests/e2e/case-list-lenses.spec.ts,Closed on Tasks shows the completed task and not the open one,verified,"The citation names a file and no requirement; the test asserts the completed task appears under Closed and the open assigned one does not, matching REQ-TASK-017's Closed scenario.",no,no,no anchor: cites a whole spec file,"await expect(row(page, 'task-mine')).toHaveCount(0)",yes,no,verified
openspec/specs/task-management/spec.md,,tests/e2e/case-list-lenses.spec.ts,Overdue on Tasks leaves out the task due later today,verified,"The citation names a file and no requirement; the test asserts the two-days-late task is listed while the end-of-today task and the thirty-day task are not, which is the instant comparison the spec asks the Overdue chip to preserve.",no,no,no anchor: cites a whole spec file,"await expect(row(page, 'task-due-today')).toHaveCount(0)",yes,no,verified
openspec/specs/task-management/spec.md,,tests/e2e/case-list-lenses.spec.ts,Due this week on Tasks holds both edges of the window,verified,"The citation names a file and no requirement; the test asserts both edges of the chip's window, and its conditional skip is probed against the openregister endpoint rather than against dossiq's lens, so breaking the chip still reddens it.",no,no,no anchor: cites a whole spec file,"await expect(row(page, 'task-overdue')).toHaveCount(0)",yes,no,verified
openspec/specs/task-management/spec.md,,tests/e2e/case-list-lenses.spec.ts,the task row shows the priority REQ-TASK-004 has always asked for,verified,"The citation names a file and no requirement; the test asserts only the Priority column header, which matches REQ-TASK-018's own scenario and reddens if the column is dropped, but it never reads a priority value out of a row so an always-blank cell would survive.",no,no,no anchor: cites a whole spec file,"await expect(page.getByRole('columnheader', { name: /^(Priority|Prioriteit)$/ })).toBeVisible({ timeout: 30_000 })",yes,no,verified
